"REF_DATE","GEO","DGUID","Supply and disposition","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2015-03","Canada","2016A000011124","Disposition of coal coke","Metric tonnes","214","units ","0","v43973917","1.15","208910","","","","0"
"2015-03","Canada","2016A000011124","Coal coke, used in blast furnaces","Metric tonnes","214","units ","0","v43973918","1.16","","x","","","0"
"2015-03","Canada","2016A000011124","Coal coke, used in associated works","Metric tonnes","214","units ","0","v43973919","1.17","","x","","","0"
"2015-03","Canada","2016A000011124","Coal coke, sold for industrial use","Metric tonnes","214","units ","0","v43973920","1.18","","x","","","0"
"2015-03","Canada","2016A000011124","Coal coke, sold for export","Metric tonnes","214","units ","0","v43973921","1.19","","x","","","0"
"2015-03","Canada","2016A000011124","Coal coke, all other sales and/or uses","Metric tonnes","214","units ","0","v43973923","1.20","","x","","","0"
"2015-04","Canada","2016A000011124","Supply of coal to coke plants","Metric tonnes","214","units ","0","v43973911","1.1","275456","","","","0"
"2015-04","Canada","2016A000011124","Coal, stocks opening","Metric tonnes","214","units ","0","v43973922","1.2","481407","","","","0"
"2015-04","Canada","2016A000011124","Coal, received","Metric tonnes","214","units ","0","v43973924","1.3","291845","","","","0"
"2015-04","Canada","2016A000011124","Coal, inventory adjustments","Metric tonnes","214","units ","0","v43973925","1.4","2774","","","","0"
"2015-04","Canada","2016A000011124","Coal, stocks closing","Metric tonnes","214","units ","0","v43973926","1.5","500570","","","","0"
"2015-04","Canada","2016A000011124","Disposition of coal by coke plants","Metric tonnes","214","units ","0","v43973927","1.6","275456","","","","0"
"2015-04","Canada","2016A000011124","Coal, charged to ovens","Metric tonnes","214","units ","0","v43973928","1.7","245733","","","","0"
"2015-04","Canada","2016A000011124","Coal, sold or used for other purposes","Metric tonnes","214","units ","0","v43973929","1.8","29723","","","","0"
"2015-04","Canada","2016A000011124","Supply of coal coke","Metric tonnes","214","units ","0","v43973930","1.9","212121","","","","0"
"2015-04","Canada","2016A000011124","Coal coke, stocks opening","Metric tonnes","214","units ","0","v43973912","1.10","297585","","","","0"
"2015-04","Canada","2016A000011124","Coal coke, production","Metric tonnes","214","units ","0","v43973913","1.11","193605","","","","0"
"2015-04","Canada","2016A000011124","Coal coke, received","Metric tonnes","214","units ","0","v43973914","1.12","38077","","","","0"
"2015-04","Canada","2016A000011124","Coal coke, adjustments","Metric tonnes","214","units ","0","v43973915","1.13","5174","","","","0"
"2015-04","Canada","2016A000011124","Coal coke, stocks closing","Metric tonnes","214","units ","0","v43973916","1.14","311972","","","","0"
"2015-04","Canada","2016A000011124","Disposition of coal coke","Metric tonnes","214","units ","0","v43973917","1.15","212121","","","","0"
"2015-04","Canada","2016A000011124","Coal coke, used in blast furnaces","Metric tonnes","214","units ","0","v43973918","1.16","","x","","","0"
"2015-04","Canada","2016A000011124","Coal coke, used in associated works","Metric tonnes","214","units ","0","v43973919","1.17","","x","","","0"
"2015-04","Canada","2016A000011124","Coal coke, sold for industrial use","Metric tonnes","214","units ","0","v43973920","1.18","","x","","","0"
"2015-04","Canada","2016A000011124","Coal coke, sold for export","Metric tonnes","214","units ","0","v43973921","1.19","","x","","","0"
"2015-04","Canada","2016A000011124","Coal coke, all other sales and/or uses","Metric tonnes","214","units ","0","v43973923","1.20","","x","","","0"
"2015-05","Canada","2016A000011124","Supply of coal to coke plants","Metric tonnes","214","units ","0","v43973911","1.1","266950","","","","0"
"2015-05","Canada","2016A000011124","Coal, stocks opening","Metric tonnes","214","units ","0","v43973922","1.2","500570","","","","0"
"2015-05","Canada","2016A000011124","Coal, received","Metric tonnes","214","units ","0","v43973924","1.3","","x","","","0"
"2015-05","Canada","2016A000011124","Coal, inventory adjustments","Metric tonnes","214","units ","0","v43973925","1.4","","x","","","0"
"2015-05","Canada","2016A000011124","Coal, stocks closing","Metric tonnes","214","units ","0","v43973926","1.5","683512","","","","0"
"2015-05","Canada","2016A000011124","Disposition of coal by coke plants","Metric tonnes","214","units ","0","v43973927","1.6","266950","","","","0"
"2015-05","Canada","2016A000011124","Coal, charged to ovens","Metric tonnes","214","units ","0","v43973928","1.7","246597","","r","","0"
"2015-05","Canada","2016A000011124","Coal, sold or used for other purposes","Metric tonnes","214","units ","0","v43973929","1.8","20353","","r","","0"
"2015-05","Canada","2016A000011124","Supply of coal coke","Metric tonnes","214","units ","0","v43973930","1.9","232517","","","","0"
"2015-05","Canada","2016A000011124","Coal coke, stocks opening","Metric tonnes","214","units ","0","v43973912","1.10","311972","","","","0"
"2015-05","Canada","2016A000011124","Coal coke, production","Metric tonnes","214","units ","0","v43973913","1.11","204041","","","","0"
"2015-05","Canada","2016A000011124","Coal coke, received","Metric tonnes","214","units ","0","v43973914","1.12","49688","","","","0"
"2015-05","Canada","2016A000011124","Coal coke, adjustments","Metric tonnes","214","units ","0","v43973915","1.13","","x","","","0"
"2015-05","Canada","2016A000011124","Coal coke, stocks closing","Metric tonnes","214","units ","0","v43973916","1.14","","x","","","0"
"2015-05","Canada","2016A000011124","Disposition of coal coke","Metric tonnes","214","units ","0","v43973917","1.15","232517","","","","0"
"2015-05","Canada","2016A000011124","Coal coke, used in blast furnaces","Metric tonnes","214","units ","0","v43973918","1.16","","x","","","0"
"2015-05","Canada","2016A000011124","Coal coke, used in associated works","Metric tonnes","214","units ","0","v43973919","1.17","","x","","","0"
"2015-05","Canada","2016A000011124","Coal coke, sold for industrial use","Metric tonnes","214","units ","0","v43973920","1.18","","x","","","0"
"2015-05","Canada","2016A000011124","Coal coke, sold for export","Metric tonnes","214","units ","0","v43973921","1.19","","x","","","0"
"2015-05","Canada","2016A000011124","Coal coke, all other sales and/or uses","Metric tonnes","214","units ","0","v43973923","1.20","","x","","","0"
"2015-06","Canada","2016A000011124","Supply of coal to coke plants","Metric tonnes","214","units ","0","v43973911","1.1","293986","","","","0"
"2015-06","Canada","2016A000011124","Coal, stocks opening","Metric tonnes","214","units ","0","v43973922","1.2","683512","","","","0"
"2015-06","Canada","2016A000011124","Coal, received","Metric tonnes","214","units ","0","v43973924","1.3","","x","","","0"
"2015-06","Canada","2016A000011124","Coal, inventory adjustments","Metric tonnes","214","units ","0","v43973925","1.4","","x","","","0"
"2015-06","Canada","2016A000011124","Coal, stocks closing","Metric tonnes","214","units ","0","v43973926","1.5","763130","","","","0"
"2015-06","Canada","2016A000011124","Disposition of coal by coke plants","Metric tonnes","214","units ","0","v43973927","1.6","293986","","","","0"
"2015-06","Canada","2016A000011124","Coal, charged to ovens","Metric tonnes","214","units ","0","v43973928","1.7","269369","","","","0"
"2015-06","Canada","2016A000011124","Coal, sold or used for other purposes","Metric tonnes","214","units ","0","v43973929","1.8","24617","","","","0"
"2015-06","Canada","2016A000011124","Supply of coal coke","Metric tonnes","214","units ","0","v43973930","1.9","259368","","","","0"
"2015-06","Canada","2016A000011124","Coal coke, stocks opening","Metric tonnes","214","units ","0","v43973912","1.10","","x","","","0"
"2015-06","Canada","2016A000011124","Coal coke, production","Metric tonnes","214","units ","0","v43973913","1.11","204357","","","","0"
"2015-06","Canada","2016A000011124","Coal coke, received","Metric tonnes","214","units ","0","v43973914","1.12","","x","","","0"
"2015-06","Canada","2016A000011124","Coal coke, adjustments","Metric tonnes","214","units ","0","v43973915","1.13","","x","","","0"
"2015-06","Canada","2016A000011124","Coal coke, stocks closing","Metric tonnes","214","units ","0","v43973916","1.14","","x","","","0"
"2015-06","Canada","2016A000011124","Disposition of coal coke","Metric tonnes","214","units ","0","v43973917","1.15","259368","","","","0"
"2015-06","Canada","2016A000011124","Coal coke, used in blast furnaces","Metric tonnes","214","units ","0","v43973918","1.16","","x","","","0"
"2015-06","Canada","2016A000011124","Coal coke, used in associated works","Metric tonnes","214","units ","0","v43973919","1.17","","x","","","0"
"2015-06","Canada","2016A000011124","Coal coke, sold for industrial use","Metric tonnes","214","units ","0","v43973920","1.18","","x","","","0"
"2015-06","Canada","2016A000011124","Coal coke, sold for export","Metric tonnes","214","units ","0","v43973921","1.19","","x","","","0"
"2015-06","Canada","2016A000011124","Coal coke, all other sales and/or uses","Metric tonnes","214","units ","0","v43973923","1.20","","x","","","0"
"2015-07","Canada","2016A000011124","Supply of coal to coke plants","Metric tonnes","214","units ","0","v43973911","1.1","296167","","","","0"
"2015-07","Canada","2016A000011124","Coal, stocks opening","Metric tonnes","214","units ","0","v43973922","1.2","763130","","","","0"
"2015-07","Canada","2016A000011124","Coal, received","Metric tonnes","214","units ","0","v43973924","1.3","380036","","","","0"
"2015-07","Canada","2016A000011124","Coal, inventory adjustments","Metric tonnes","214","units ","0","v43973925","1.4","3313","","","","0"
"2015-07","Canada","2016A000011124","Coal, stocks closing","Metric tonnes","214","units ","0","v43973926","1.5","850312","","","","0"
"2015-07","Canada","2016A000011124","Disposition of coal by coke plants","Metric tonnes","214","units ","0","v43973927","1.6","296167","","","","0"
"2015-07","Canada","2016A000011124","Coal, charged to ovens","Metric tonnes","214","units ","0","v43973928","1.7","268886","","","","0"
"2015-07","Canada","2016A000011124","Coal, sold or used for other purposes","Metric tonnes","214","units ","0","v43973929","1.8","27281","","","","0"
"2015-07","Canada","2016A000011124","Supply of coal coke","Metric tonnes","214","units ","0","v43973930","1.9","243265","","","","0"
"2015-07","Canada","2016A000011124","Coal coke, stocks opening","Metric tonnes","214","units ","0","v43973912","1.10","","x","","","0"
"2015-07","Canada","2016A000011124","Coal coke, production","Metric tonnes","214","units ","0","v43973913","1.11","207950","","","","0"
"2015-07","Canada","2016A000011124","Coal coke, received","Metric tonnes","214","units ","0","v43973914","1.12","","x","","","0"
"2015-07","Canada","2016A000011124","Coal coke, adjustments","Metric tonnes","214","units ","0","v43973915","1.13","-7814","","","","0"
"2015-07","Canada","2016A000011124","Coal coke, stocks closing","Metric tonnes","214","units ","0","v43973916","1.14","373398","","","","0"
"2015-07","Canada","2016A000011124","Disposition of coal coke","Metric tonnes","214","units ","0","v43973917","1.15","243265","","","","0"
"2015-07","Canada","2016A000011124","Coal coke, used in blast furnaces","Metric tonnes","214","units ","0","v43973918","1.16","","x","","","0"
"2015-07","Canada","2016A000011124","Coal coke, used in associated works","Metric tonnes","214","units ","0","v43973919","1.17","","x","","","0"
"2015-07","Canada","2016A000011124","Coal coke, sold for industrial use","Metric tonnes","214","units ","0","v43973920","1.18","","x","","","0"
"2015-07","Canada","2016A000011124","Coal coke, sold for export","Metric tonnes","214","units ","0","v43973921","1.19","","x","","","0"
"2015-07","Canada","2016A000011124","Coal coke, all other sales and/or uses","Metric tonnes","214","units ","0","v43973923","1.20","","x","","","0"
"2015-08","Canada","2016A000011124","Supply of coal to coke plants","Metric tonnes","214","units ","0","v43973911","1.1","285616","","","","0"
"2015-08","Canada","2016A000011124","Coal, stocks opening","Metric tonnes","214","units ","0","v43973922","1.2","850312","","","","0"
"2015-08","Canada","2016A000011124","Coal, received","Metric tonnes","214","units ","0","v43973924","1.3","327960","","","","0"
"2015-08","Canada","2016A000011124","Coal, inventory adjustments","Metric tonnes","214","units ","0","v43973925","1.4","9980","","","","0"
"2015-08","Canada","2016A000011124","Coal, stocks closing","Metric tonnes","214","units ","0","v43973926","1.5","902636","","","","0"
"2015-08","Canada","2016A000011124","Disposition of coal by coke plants","Metric tonnes","214","units ","0","v43973927","1.6","285616","","","","0"
"2015-08","Canada","2016A000011124","Coal, charged to ovens","Metric tonnes","214","units ","0","v43973928","1.7","257791","","","","0"
"2015-08","Canada","2016A000011124","Coal, sold or used for other purposes","Metric tonnes","214","units ","0","v43973929","1.8","27825","","","","0"
"2015-08","Canada","2016A000011124","Supply of coal coke","Metric tonnes","214","units ","0","v43973930","1.9","254610","","","","0"
"2015-08","Canada","2016A000011124","Coal coke, stocks opening","Metric tonnes","214","units ","0","v43973912","1.10","373398","","","","0"
"2015-08","Canada","2016A000011124","Coal coke, production","Metric tonnes","214","units ","0","v43973913","1.11","198664","","","","0"
"2015-08","Canada","2016A000011124","Coal coke, received","Metric tonnes","214","units ","0","v43973914","1.12","50946","","","","0"
"2015-08","Canada","2016A000011124","Coal coke, adjustments","Metric tonnes","214","units ","0","v43973915","1.13","","x","","","0"
"2015-08","Canada","2016A000011124","Coal coke, stocks closing","Metric tonnes","214","units ","0","v43973916","1.14","","x","","","0"
"2015-08","Canada","2016A000011124","Disposition of coal coke","Metric tonnes","214","units ","0","v43973917","1.15","254610","","","","0"
"2015-08","Canada","2016A000011124","Coal coke, used in blast furnaces","Metric tonnes","214","units ","0","v43973918","1.16","","x","","","0"
"2015-08","Canada","2016A000011124","Coal coke, used in associated works","Metric tonnes","214","units ","0","v43973919","1.17","","x","","","0"
"2015-08","Canada","2016A000011124","Coal coke, sold for industrial use","Metric tonnes","214","units ","0","v43973920","1.18","","x","","","0"
"2015-08","Canada","2016A000011124","Coal coke, sold for export","Metric tonnes","214","units ","0","v43973921","1.19","","x","","","0"
"2015-08","Canada","2016A000011124","Coal coke, all other sales and/or uses","Metric tonnes","214","units ","0","v43973923","1.20","","x","","","0"
"2015-09","Canada","2016A000011124","Supply of coal to coke plants","Metric tonnes","214","units ","0","v43973911","1.1","279704","","","","0"
"2015-09","Canada","2016A000011124","Coal, stocks opening","Metric tonnes","214","units ","0","v43973922","1.2","902636","","","","0"
"2015-09","Canada","2016A000011124","Coal, received","Metric tonnes","214","units ","0","v43973924","1.3","","x","","","0"
"2015-09","Canada","2016A000011124","Coal, inventory adjustments","Metric tonnes","214","units ","0","v43973925","1.4","","x","","","0"
"2015-09","Canada","2016A000011124","Coal, stocks closing","Metric tonnes","214","units ","0","v43973926","1.5","857174","","","","0"
"2015-09","Canada","2016A000011124","Disposition of coal by coke plants","Metric tonnes","214","units ","0","v43973927","1.6","279704","","","","0"
"2015-09","Canada","2016A000011124","Coal, charged to ovens","Metric tonnes","214","units ","0","v43973928","1.7","259941","","","","0"
"2015-09","Canada","2016A000011124","Coal, sold or used for other purposes","Metric tonnes","214","units ","0","v43973929","1.8","19763","","","","0"
"2015-09","Canada","2016A000011124","Supply of coal coke","Metric tonnes","214","units ","0","v43973930","1.9","234871","","","","0"
"2015-09","Canada","2016A000011124","Coal coke, stocks opening","Metric tonnes","214","units ","0","v43973912","1.10","","x","","","0"
"2015-09","Canada","2016A000011124","Coal coke, production","Metric tonnes","214","units ","0","v43973913","1.11","198403","","","","0"
"2015-09","Canada","2016A000011124","Coal coke, received","Metric tonnes","214","units ","0","v43973914","1.12","","x","","","0"
"2015-09","Canada","2016A000011124","Coal coke, adjustments","Metric tonnes","214","units ","0","v43973915","1.13","","x","","","0"
"2015-09","Canada","2016A000011124","Coal coke, stocks closing","Metric tonnes","214","units ","0","v43973916","1.14","","x","","","0"
"2015-09","Canada","2016A000011124","Disposition of coal coke","Metric tonnes","214","units ","0","v43973917","1.15","234871","","","","0"
"2015-09","Canada","2016A000011124","Coal coke, used in blast furnaces","Metric tonnes","214","units ","0","v43973918","1.16","","x","","","0"
"2015-09","Canada","2016A000011124","Coal coke, used in associated works","Metric tonnes","214","units ","0","v43973919","1.17","","x","","","0"
"2015-09","Canada","2016A000011124","Coal coke, sold for industrial use","Metric tonnes","214","units ","0","v43973920","1.18","","x","","","0"
"2015-09","Canada","2016A000011124","Coal coke, sold for export","Metric tonnes","214","units ","0","v43973921","1.19","","x","","","0"
"2015-09","Canada","2016A000011124","Coal coke, all other sales and/or uses","Metric tonnes","214","units ","0","v43973923","1.20","","x","","","0"
"2015-10","Canada","2016A000011124","Supply of coal to coke plants","Metric tonnes","214","units ","0","v43973911","1.1","270872","","","","0"
"2015-10","Canada","2016A000011124","Coal, stocks opening","Metric tonnes","214","units ","0","v43973922","1.2","857174","","","","0"
"2015-10","Canada","2016A000011124","Coal, received","Metric tonnes","214","units ","0","v43973924","1.3","336053","","","","0"
"2015-10","Canada","2016A000011124","Coal, inventory adjustments","Metric tonnes","214","units ","0","v43973925","1.4","-9422","","","","0"
"2015-10","Canada","2016A000011124","Coal, stocks closing","Metric tonnes","214","units ","0","v43973926","1.5","912933","","","","0"
"2015-10","Canada","2016A000011124","Disposition of coal by coke plants","Metric tonnes","214","units ","0","v43973927","1.6","270872","","","","0"
"2015-10","Canada","2016A000011124","Coal, charged to ovens","Metric tonnes","214","units ","0","v43973928","1.7","254207","","","","0"
"2015-10","Canada","2016A000011124","Coal, sold or used for other purposes","Metric tonnes","214","units ","0","v43973929","1.8","16665","","","","0"
"2015-10","Canada","2016A000011124","Supply of coal coke","Metric tonnes","214","units ","0","v43973930","1.9","198574","","","","0"
"2015-10","Canada","2016A000011124","Coal coke, stocks opening","Metric tonnes","214","units ","0","v43973912","1.10","","x","","","0"
"2015-10","Canada","2016A000011124","Coal coke, production","Metric tonnes","214","units ","0","v43973913","1.11","194580","","","","0"
"2015-10","Canada","2016A000011124","Coal coke, received","Metric tonnes","214","units ","0","v43973914","1.12","","x","","","0"
"2015-10","Canada","2016A000011124","Coal coke, adjustments","Metric tonnes","214","units ","0","v43973915","1.13","29858","","","","0"
"2015-10","Canada","2016A000011124","Coal coke, stocks closing","Metric tonnes","214","units ","0","v43973916","1.14","349355","","","","0"
"2015-10","Canada","2016A000011124","Disposition of coal coke","Metric tonnes","214","units ","0","v43973917","1.15","198574","","","","0"
"2015-10","Canada","2016A000011124","Coal coke, used in blast furnaces","Metric tonnes","214","units ","0","v43973918","1.16","","x","","","0"
"2015-10","Canada","2016A000011124","Coal coke, used in associated works","Metric tonnes","214","units ","0","v43973919","1.17","","x","","","0"
"2015-10","Canada","2016A000011124","Coal coke, sold for industrial use","Metric tonnes","214","units ","0","v43973920","1.18","","x","","","0"
"2015-10","Canada","2016A000011124","Coal coke, sold for export","Metric tonnes","214","units ","0","v43973921","1.19","","x","","","0"
"2015-10","Canada","2016A000011124","Coal coke, all other sales and/or uses","Metric tonnes","214","units ","0","v43973923","1.20","","x","","","0"
"2015-11","Canada","2016A000011124","Supply of coal to coke plants","Metric tonnes","214","units ","0","v43973911","1.1","268384","","","","0"
"2015-11","Canada","2016A000011124","Coal, stocks opening","Metric tonnes","214","units ","0","v43973922","1.2","912933","","","","0"
"2015-11","Canada","2016A000011124","Coal, received","Metric tonnes","214","units ","0","v43973924","1.3","334104","","","","0"
"2015-11","Canada","2016A000011124","Coal, inventory adjustments","Metric tonnes","214","units ","0","v43973925","1.4","-5057","","","","0"
"2015-11","Canada","2016A000011124","Coal, stocks closing","Metric tonnes","214","units ","0","v43973926","1.5","973596","","","","0"
"2015-11","Canada","2016A000011124","Disposition of coal by coke plants","Metric tonnes","214","units ","0","v43973927","1.6","268384","","","","0"
"2015-11","Canada","2016A000011124","Coal, charged to ovens","Metric tonnes","214","units ","0","v43973928","1.7","238202","","","","0"
"2015-11","Canada","2016A000011124","Coal, sold or used for other purposes","Metric tonnes","214","units ","0","v43973929","1.8","30182","","","","0"
"2015-11","Canada","2016A000011124","Supply of coal coke","Metric tonnes","214","units ","0","v43973930","1.9","189002","","","","0"
"2015-11","Canada","2016A000011124","Coal coke, stocks opening","Metric tonnes","214","units ","0","v43973912","1.10","349355","","","","0"
"2015-11","Canada","2016A000011124","Coal coke, production","Metric tonnes","214","units ","0","v43973913","1.11","182517","","","","0"
"2015-11","Canada","2016A000011124","Coal coke, received","Metric tonnes","214","units ","0","v43973914","1.12","35139","","","","0"
"2015-11","Canada","2016A000011124","Coal coke, adjustments","Metric tonnes","214","units ","0","v43973915","1.13","4461","","","","0"
"2015-11","Canada","2016A000011124","Coal coke, stocks closing","Metric tonnes","214","units ","0","v43973916","1.14","373548","","","","0"
"2015-11","Canada","2016A000011124","Disposition of coal coke","Metric tonnes","214","units ","0","v43973917","1.15","189002","","","","0"
"2015-11","Canada","2016A000011124","Coal coke, used in blast furnaces","Metric tonnes","214","units ","0","v43973918","1.16","","x","","","0"
"2015-11","Canada","2016A000011124","Coal coke, used in associated works","Metric tonnes","214","units ","0","v43973919","1.17","","x","","","0"
"2015-11","Canada","2016A000011124","Coal coke, sold for industrial use","Metric tonnes","214","units ","0","v43973920","1.18","","x","","","0"
"2015-11","Canada","2016A000011124","Coal coke, sold for export","Metric tonnes","214","units ","0","v43973921","1.19","","x","","","0"
"2015-11","Canada","2016A000011124","Coal coke, all other sales and/or uses","Metric tonnes","214","units ","0","v43973923","1.20","","x","","","0"
"2015-12","Canada","2016A000011124","Supply of coal to coke plants","Metric tonnes","214","units ","0","v43973911","1.1","274067","","","","0"
"2015-12","Canada","2016A000011124","Coal, stocks opening","Metric tonnes","214","units ","0","v43973922","1.2","973596","","","","0"
"2015-12","Canada","2016A000011124","Coal, received","Metric tonnes","214","units ","0","v43973924","1.3","575911","","","","0"
"2015-12","Canada","2016A000011124","Coal, inventory adjustments","Metric tonnes","214","units ","0","v43973925","1.4","","x","","","0"
"2015-12","Canada","2016A000011124","Coal, stocks closing","Metric tonnes","214","units ","0","v43973926","1.5","1275440","","","","0"
"2015-12","Canada","2016A000011124","Disposition of coal by coke plants","Metric tonnes","214","units ","0","v43973927","1.6","274067","","","","0"
"2015-12","Canada","2016A000011124","Coal, charged to ovens","Metric tonnes","214","units ","0","v43973928","1.7","245330","","","","0"
"2015-12","Canada","2016A000011124","Coal, sold or used for other purposes","Metric tonnes","214","units ","0","v43973929","1.8","28737","","","","0"
"2015-12","Canada","2016A000011124","Supply of coal coke","Metric tonnes","214","units ","0","v43973930","1.9","206286","","","","0"
"2015-12","Canada","2016A000011124","Coal coke, stocks opening","Metric tonnes","214","units ","0","v43973912","1.10","373548","","","","0"
"2015-12","Canada","2016A000011124","Coal coke, production","Metric tonnes","214","units ","0","v43973913","1.11","189501","","","","0"
"2015-12","Canada","2016A000011124","Coal coke, received","Metric tonnes","214","units ","0","v43973914","1.12","61412","","","","0"
"2015-12","Canada","2016A000011124","Coal coke, adjustments","Metric tonnes","214","units ","0","v43973915","1.13","","x","","","0"
"2015-12","Canada","2016A000011124","Coal coke, stocks closing","Metric tonnes","214","units ","0","v43973916","1.14","","x","","","0"
"2015-12","Canada","2016A000011124","Disposition of coal coke","Metric tonnes","214","units ","0","v43973917","1.15","206286","","","","0"
"2015-12","Canada","2016A000011124","Coal coke, used in blast furnaces","Metric tonnes","214","units ","0","v43973918","1.16","","x","","","0"
"2015-12","Canada","2016A000011124","Coal coke, used in associated works","Metric tonnes","214","units ","0","v43973919","1.17","","x","","","0"
"2015-12","Canada","2016A000011124","Coal coke, sold for industrial use","Metric tonnes","214","units ","0","v43973920","1.18","","x","","","0"
"2015-12","Canada","2016A000011124","Coal coke, sold for export","Metric tonnes","214","units ","0","v43973921","1.19","","x","","","0"
"2015-12","Canada","2016A000011124","Coal coke, all other sales and/or uses","Metric tonnes","214","units ","0","v43973923","1.20","","x","","","0"
"2016-01","Canada","2016A000011124","Supply of coal to coke plants","Metric tonnes","214","units ","0","v43973911","1.1","283773","","","","0"
"2016-01","Canada","2016A000011124","Coal, stocks opening","Metric tonnes","214","units ","0","v43973922","1.2","1275440","","","","0"
"2016-01","Canada","2016A000011124","Coal, received","Metric tonnes","214","units ","0","v43973924","1.3","89292","","","","0"
"2016-01","Canada","2016A000011124","Coal, inventory adjustments","Metric tonnes","214","units ","0","v43973925","1.4","","x","","","0"
"2016-01","Canada","2016A000011124","Coal, stocks closing","Metric tonnes","214","units ","0","v43973926","1.5","1080959","","","","0"
"2016-01","Canada","2016A000011124","Disposition of coal by coke plants","Metric tonnes","214","units ","0","v43973927","1.6","283773","","","","0"
"2016-01","Canada","2016A000011124","Coal, charged to ovens","Metric tonnes","214","units ","0","v43973928","1.7","252324","","","","0"
"2016-01","Canada","2016A000011124","Coal, sold or used for other purposes","Metric tonnes","214","units ","0","v43973929","1.8","31449","","","","0"
"2016-01","Canada","2016A000011124","Supply of coal coke","Metric tonnes","214","units ","0","v43973930","1.9","260558","","","","0"
"2016-01","Canada","2016A000011124","Coal coke, stocks opening","Metric tonnes","214","units ","0","v43973912","1.10","","x","","","0"
"2016-01","Canada","2016A000011124","Coal coke, production","Metric tonnes","214","units ","0","v43973913","1.11","192634","","","","0"
"2016-01","Canada","2016A000011124","Coal coke, received","Metric tonnes","214","units ","0","v43973914","1.12","","x","","","0"
"2016-01","Canada","2016A000011124","Coal coke, adjustments","Metric tonnes","214","units ","0","v43973915","1.13","","x","","","0"
"2016-01","Canada","2016A000011124","Coal coke, stocks closing","Metric tonnes","214","units ","0","v43973916","1.14","","x","","","0"
"2016-01","Canada","2016A000011124","Disposition of coal coke","Metric tonnes","214","units ","0","v43973917","1.15","260558","","","","0"
"2016-01","Canada","2016A000011124","Coal coke, used in blast furnaces","Metric tonnes","214","units ","0","v43973918","1.16","","x","","","0"
"2016-01","Canada","2016A000011124","Coal coke, used in associated works","Metric tonnes","214","units ","0","v43973919","1.17","","x","","","0"
"2016-01","Canada","2016A000011124","Coal coke, sold for industrial use","Metric tonnes","214","units ","0","v43973920","1.18","","x","","","0"
"2016-01","Canada","2016A000011124","Coal coke, sold for export","Metric tonnes","214","units ","0","v43973921","1.19","","x","","","0"
"2016-01","Canada","2016A000011124","Coal coke, all other sales and/or uses","Metric tonnes","214","units ","0","v43973923","1.20","","x","","","0"
"2016-02","Canada","2016A000011124","Supply of coal to coke plants","Metric tonnes","214","units ","0","v43973911","1.1","262976","","","","0"
"2016-02","Canada","2016A000011124","Coal, stocks opening","Metric tonnes","214","units ","0","v43973922","1.2","1080959","","","","0"
"2016-02","Canada","2016A000011124","Coal, received","Metric tonnes","214","units ","0","v43973924","1.3","","x","","","0"
"2016-02","Canada","2016A000011124","Coal, inventory adjustments","Metric tonnes","214","units ","0","v43973925","1.4","","x","","","0"
"2016-02","Canada","2016A000011124","Coal, stocks closing","Metric tonnes","214","units ","0","v43973926","1.5","817983","","","","0"
"2016-02","Canada","2016A000011124","Disposition of coal by coke plants","Metric tonnes","214","units ","0","v43973927","1.6","262976","","","","0"
"2016-02","Canada","2016A000011124","Coal, charged to ovens","Metric tonnes","214","units ","0","v43973928","1.7","232332","","","","0"
"2016-02","Canada","2016A000011124","Coal, sold or used for other purposes","Metric tonnes","214","units ","0","v43973929","1.8","30644","","","","0"
"2016-02","Canada","2016A000011124","Supply of coal coke","Metric tonnes","214","units ","0","v43973930","1.9","259718","","","","0"
"2016-02","Canada","2016A000011124","Coal coke, stocks opening","Metric tonnes","214","units ","0","v43973912","1.10","","x","","","0"
"2016-02","Canada","2016A000011124","Coal coke, production","Metric tonnes","214","units ","0","v43973913","1.11","179803","","","","0"
"2016-02","Canada","2016A000011124","Coal coke, received","Metric tonnes","214","units ","0","v43973914","1.12","","x","","","0"
"2016-02","Canada","2016A000011124","Coal coke, adjustments","Metric tonnes","214","units ","0","v43973915","1.13","","x","","","0"
"2016-02","Canada","2016A000011124","Coal coke, stocks closing","Metric tonnes","214","units ","0","v43973916","1.14","","x","","","0"
"2016-02","Canada","2016A000011124","Disposition of coal coke","Metric tonnes","214","units ","0","v43973917","1.15","259718","","","","0"
"2016-02","Canada","2016A000011124","Coal coke, used in blast furnaces","Metric tonnes","214","units ","0","v43973918","1.16","","x","","","0"
"2016-02","Canada","2016A000011124","Coal coke, used in associated works","Metric tonnes","214","units ","0","v43973919","1.17","","x","","","0"
"2016-02","Canada","2016A000011124","Coal coke, sold for industrial use","Metric tonnes","214","units ","0","v43973920","1.18","","x","","","0"
"2016-02","Canada","2016A000011124","Coal coke, sold for export","Metric tonnes","214","units ","0","v43973921","1.19","","x","","","0"
"2016-02","Canada","2016A000011124","Coal coke, all other sales and/or uses","Metric tonnes","214","units ","0","v43973923","1.20","","x","","","0"
"2016-03","Canada","2016A000011124","Supply of coal to coke plants","Metric tonnes","214","units ","0","v43973911","1.1","272260","","","","0"
