"REF_DATE","GEO","DGUID","Supply and disposition","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2012-05","Canada","2016A000011124","Coal coke, production","Metric tonnes","214","units ","0","v43973913","1.11","254008","","","","0"
"2012-05","Canada","2016A000011124","Coal coke, received","Metric tonnes","214","units ","0","v43973914","1.12","15991","","","","0"
"2012-05","Canada","2016A000011124","Coal coke, adjustments","Metric tonnes","214","units ","0","v43973915","1.13","3125","","","","0"
"2012-05","Canada","2016A000011124","Coal coke, stocks closing","Metric tonnes","214","units ","0","v43973916","1.14","436064","","","","0"
"2012-05","Canada","2016A000011124","Disposition of coal coke","Metric tonnes","214","units ","0","v43973917","1.15","295648","","","","0"
"2012-05","Canada","2016A000011124","Coal coke, used in blast furnaces","Metric tonnes","214","units ","0","v43973918","1.16","236919","","","","0"
"2012-05","Canada","2016A000011124","Coal coke, used in associated works","Metric tonnes","214","units ","0","v43973919","1.17","57543","","","","0"
"2012-05","Canada","2016A000011124","Coal coke, sold for industrial use","Metric tonnes","214","units ","0","v43973920","1.18","","..","","","0"
"2012-05","Canada","2016A000011124","Coal coke, sold for export","Metric tonnes","214","units ","0","v43973921","1.19","1186","","","","0"
"2012-05","Canada","2016A000011124","Coal coke, all other sales and/or uses","Metric tonnes","214","units ","0","v43973923","1.20","","..","","","0"
"2012-06","Canada","2016A000011124","Supply of coal to coke plants","Metric tonnes","214","units ","0","v43973911","1.1","341599","","","","0"
"2012-06","Canada","2016A000011124","Coal, stocks opening","Metric tonnes","214","units ","0","v43973922","1.2","788222","","","","0"
"2012-06","Canada","2016A000011124","Coal, received","Metric tonnes","214","units ","0","v43973924","1.3","423462","","","","0"
"2012-06","Canada","2016A000011124","Coal, inventory adjustments","Metric tonnes","214","units ","0","v43973925","1.4","-1879","","","","0"
"2012-06","Canada","2016A000011124","Coal, stocks closing","Metric tonnes","214","units ","0","v43973926","1.5","868206","","","","0"
"2012-06","Canada","2016A000011124","Disposition of coal by coke plants","Metric tonnes","214","units ","0","v43973927","1.6","341599","","","","0"
"2012-06","Canada","2016A000011124","Coal, charged to ovens","Metric tonnes","214","units ","0","v43973928","1.7","324457","","","","0"
"2012-06","Canada","2016A000011124","Coal, sold or used for other purposes","Metric tonnes","214","units ","0","v43973929","1.8","17142","","","","0"
"2012-06","Canada","2016A000011124","Supply of coal coke","Metric tonnes","214","units ","0","v43973930","1.9","258354","","","","0"
"2012-06","Canada","2016A000011124","Coal coke, stocks opening","Metric tonnes","214","units ","0","v43973912","1.10","436064","","","","0"
"2012-06","Canada","2016A000011124","Coal coke, production","Metric tonnes","214","units ","0","v43973913","1.11","231355","","","","0"
"2012-06","Canada","2016A000011124","Coal coke, received","Metric tonnes","214","units ","0","v43973914","1.12","31710","","","","0"
"2012-06","Canada","2016A000011124","Coal coke, adjustments","Metric tonnes","214","units ","0","v43973915","1.13","19895","","","","0"
"2012-06","Canada","2016A000011124","Coal coke, stocks closing","Metric tonnes","214","units ","0","v43973916","1.14","420880","","","","0"
"2012-06","Canada","2016A000011124","Disposition of coal coke","Metric tonnes","214","units ","0","v43973917","1.15","258354","","","","0"
"2012-06","Canada","2016A000011124","Coal coke, used in blast furnaces","Metric tonnes","214","units ","0","v43973918","1.16","196024","","","","0"
"2012-06","Canada","2016A000011124","Coal coke, used in associated works","Metric tonnes","214","units ","0","v43973919","1.17","62016","","","","0"
"2012-06","Canada","2016A000011124","Coal coke, sold for industrial use","Metric tonnes","214","units ","0","v43973920","1.18","314","","","","0"
"2012-06","Canada","2016A000011124","Coal coke, sold for export","Metric tonnes","214","units ","0","v43973921","1.19","","..","","","0"
"2012-06","Canada","2016A000011124","Coal coke, all other sales and/or uses","Metric tonnes","214","units ","0","v43973923","1.20","","..","","","0"
"2012-07","Canada","2016A000011124","Supply of coal to coke plants","Metric tonnes","214","units ","0","v43973911","1.1","374393","","","","0"
"2012-07","Canada","2016A000011124","Coal, stocks opening","Metric tonnes","214","units ","0","v43973922","1.2","868206","","","","0"
"2012-07","Canada","2016A000011124","Coal, received","Metric tonnes","214","units ","0","v43973924","1.3","503329","","","","0"
"2012-07","Canada","2016A000011124","Coal, inventory adjustments","Metric tonnes","214","units ","0","v43973925","1.4","22015","","","","0"
"2012-07","Canada","2016A000011124","Coal, stocks closing","Metric tonnes","214","units ","0","v43973926","1.5","1019157","","","","0"
"2012-07","Canada","2016A000011124","Disposition of coal by coke plants","Metric tonnes","214","units ","0","v43973927","1.6","374393","","","","0"
"2012-07","Canada","2016A000011124","Coal, charged to ovens","Metric tonnes","214","units ","0","v43973928","1.7","346584","","","","0"
"2012-07","Canada","2016A000011124","Coal, sold or used for other purposes","Metric tonnes","214","units ","0","v43973929","1.8","27809","","","","0"
"2012-07","Canada","2016A000011124","Supply of coal coke","Metric tonnes","214","units ","0","v43973930","1.9","318327","","","","0"
"2012-07","Canada","2016A000011124","Coal coke, stocks opening","Metric tonnes","214","units ","0","v43973912","1.10","420880","","","","0"
"2012-07","Canada","2016A000011124","Coal coke, production","Metric tonnes","214","units ","0","v43973913","1.11","251967","","","","0"
"2012-07","Canada","2016A000011124","Coal coke, received","Metric tonnes","214","units ","0","v43973914","1.12","25458","","","","0"
"2012-07","Canada","2016A000011124","Coal coke, adjustments","Metric tonnes","214","units ","0","v43973915","1.13","2755","","","","0"
"2012-07","Canada","2016A000011124","Coal coke, stocks closing","Metric tonnes","214","units ","0","v43973916","1.14","377223","","","","0"
"2012-07","Canada","2016A000011124","Disposition of coal coke","Metric tonnes","214","units ","0","v43973917","1.15","318327","","","","0"
"2012-07","Canada","2016A000011124","Coal coke, used in blast furnaces","Metric tonnes","214","units ","0","v43973918","1.16","227245","","","","0"
"2012-07","Canada","2016A000011124","Coal coke, used in associated works","Metric tonnes","214","units ","0","v43973919","1.17","64868","","","","0"
"2012-07","Canada","2016A000011124","Coal coke, sold for industrial use","Metric tonnes","214","units ","0","v43973920","1.18","","..","","","0"
"2012-07","Canada","2016A000011124","Coal coke, sold for export","Metric tonnes","214","units ","0","v43973921","1.19","26214","","","","0"
"2012-07","Canada","2016A000011124","Coal coke, all other sales and/or uses","Metric tonnes","214","units ","0","v43973923","1.20","","..","","","0"
"2012-08","Canada","2016A000011124","Supply of coal to coke plants","Metric tonnes","214","units ","0","v43973911","1.1","368455","","","","0"
"2012-08","Canada","2016A000011124","Coal, stocks opening","Metric tonnes","214","units ","0","v43973922","1.2","1019157","","","","0"
"2012-08","Canada","2016A000011124","Coal, received","Metric tonnes","214","units ","0","v43973924","1.3","390374","","","","0"
"2012-08","Canada","2016A000011124","Coal, inventory adjustments","Metric tonnes","214","units ","0","v43973925","1.4","10566","","","","0"
"2012-08","Canada","2016A000011124","Coal, stocks closing","Metric tonnes","214","units ","0","v43973926","1.5","1051642","","","","0"
"2012-08","Canada","2016A000011124","Disposition of coal by coke plants","Metric tonnes","214","units ","0","v43973927","1.6","368455","","","","0"
"2012-08","Canada","2016A000011124","Coal, charged to ovens","Metric tonnes","214","units ","0","v43973928","1.7","337640","","","","0"
"2012-08","Canada","2016A000011124","Coal, sold or used for other purposes","Metric tonnes","214","units ","0","v43973929","1.8","30815","","","","0"
"2012-08","Canada","2016A000011124","Supply of coal coke","Metric tonnes","214","units ","0","v43973930","1.9","270426","","","","0"
"2012-08","Canada","2016A000011124","Coal coke, stocks opening","Metric tonnes","214","units ","0","v43973912","1.10","377223","","","","0"
"2012-08","Canada","2016A000011124","Coal coke, production","Metric tonnes","214","units ","0","v43973913","1.11","245235","","","","0"
"2012-08","Canada","2016A000011124","Coal coke, received","Metric tonnes","214","units ","0","v43973914","1.12","25420","","","","0"
"2012-08","Canada","2016A000011124","Coal coke, adjustments","Metric tonnes","214","units ","0","v43973915","1.13","2896","","","","0"
"2012-08","Canada","2016A000011124","Coal coke, stocks closing","Metric tonnes","214","units ","0","v43973916","1.14","374556","","","","0"
"2012-08","Canada","2016A000011124","Disposition of coal coke","Metric tonnes","214","units ","0","v43973917","1.15","270426","","","","0"
"2012-08","Canada","2016A000011124","Coal coke, used in blast furnaces","Metric tonnes","214","units ","0","v43973918","1.16","221430","","","","0"
"2012-08","Canada","2016A000011124","Coal coke, used in associated works","Metric tonnes","214","units ","0","v43973919","1.17","44723","","","","0"
"2012-08","Canada","2016A000011124","Coal coke, sold for industrial use","Metric tonnes","214","units ","0","v43973920","1.18","4273","","","","0"
"2012-08","Canada","2016A000011124","Coal coke, sold for export","Metric tonnes","214","units ","0","v43973921","1.19","","..","","","0"
"2012-08","Canada","2016A000011124","Coal coke, all other sales and/or uses","Metric tonnes","214","units ","0","v43973923","1.20","","..","","","0"
"2012-09","Canada","2016A000011124","Supply of coal to coke plants","Metric tonnes","214","units ","0","v43973911","1.1","358821","","","","0"
"2012-09","Canada","2016A000011124","Coal, stocks opening","Metric tonnes","214","units ","0","v43973922","1.2","1051642","","","","0"
"2012-09","Canada","2016A000011124","Coal, received","Metric tonnes","214","units ","0","v43973924","1.3","467441","","","","0"
"2012-09","Canada","2016A000011124","Coal, inventory adjustments","Metric tonnes","214","units ","0","v43973925","1.4","","..","","","0"
"2012-09","Canada","2016A000011124","Coal, stocks closing","Metric tonnes","214","units ","0","v43973926","1.5","1160262","","","","0"
"2012-09","Canada","2016A000011124","Disposition of coal by coke plants","Metric tonnes","214","units ","0","v43973927","1.6","358821","","","","0"
"2012-09","Canada","2016A000011124","Coal, charged to ovens","Metric tonnes","214","units ","0","v43973928","1.7","330377","","","","0"
"2012-09","Canada","2016A000011124","Coal, sold or used for other purposes","Metric tonnes","214","units ","0","v43973929","1.8","28444","","","","0"
"2012-09","Canada","2016A000011124","Supply of coal coke","Metric tonnes","214","units ","0","v43973930","1.9","292536","","","","0"
"2012-09","Canada","2016A000011124","Coal coke, stocks opening","Metric tonnes","214","units ","0","v43973912","1.10","374556","","","","0"
"2012-09","Canada","2016A000011124","Coal coke, production","Metric tonnes","214","units ","0","v43973913","1.11","240075","","","","0"
"2012-09","Canada","2016A000011124","Coal coke, received","Metric tonnes","214","units ","0","v43973914","1.12","44325","","","","0"
"2012-09","Canada","2016A000011124","Coal coke, adjustments","Metric tonnes","214","units ","0","v43973915","1.13","2969","","","","0"
"2012-09","Canada","2016A000011124","Coal coke, stocks closing","Metric tonnes","214","units ","0","v43973916","1.14","363451","","","","0"
"2012-09","Canada","2016A000011124","Disposition of coal coke","Metric tonnes","214","units ","0","v43973917","1.15","292536","","","","0"
"2012-09","Canada","2016A000011124","Coal coke, used in blast furnaces","Metric tonnes","214","units ","0","v43973918","1.16","218668","","","","0"
"2012-09","Canada","2016A000011124","Coal coke, used in associated works","Metric tonnes","214","units ","0","v43973919","1.17","73377","","","","0"
"2012-09","Canada","2016A000011124","Coal coke, sold for industrial use","Metric tonnes","214","units ","0","v43973920","1.18","491","","","","0"
"2012-09","Canada","2016A000011124","Coal coke, sold for export","Metric tonnes","214","units ","0","v43973921","1.19","","..","","","0"
"2012-09","Canada","2016A000011124","Coal coke, all other sales and/or uses","Metric tonnes","214","units ","0","v43973923","1.20","","..","","","0"
"2012-10","Canada","2016A000011124","Supply of coal to coke plants","Metric tonnes","214","units ","0","v43973911","1.1","367378","","","","0"
"2012-10","Canada","2016A000011124","Coal, stocks opening","Metric tonnes","214","units ","0","v43973922","1.2","1160262","","","","0"
"2012-10","Canada","2016A000011124","Coal, received","Metric tonnes","214","units ","0","v43973924","1.3","451514","","","","0"
"2012-10","Canada","2016A000011124","Coal, inventory adjustments","Metric tonnes","214","units ","0","v43973925","1.4","-2","","","","0"
"2012-10","Canada","2016A000011124","Coal, stocks closing","Metric tonnes","214","units ","0","v43973926","1.5","1244396","","","","0"
"2012-10","Canada","2016A000011124","Disposition of coal by coke plants","Metric tonnes","214","units ","0","v43973927","1.6","367378","","","","0"
"2012-10","Canada","2016A000011124","Coal, charged to ovens","Metric tonnes","214","units ","0","v43973928","1.7","341702","","","","0"
"2012-10","Canada","2016A000011124","Coal, sold or used for other purposes","Metric tonnes","214","units ","0","v43973929","1.8","25676","","","","0"
"2012-10","Canada","2016A000011124","Supply of coal coke","Metric tonnes","214","units ","0","v43973930","1.9","282925","","","","0"
"2012-10","Canada","2016A000011124","Coal coke, stocks opening","Metric tonnes","214","units ","0","v43973912","1.10","363451","","","","0"
"2012-10","Canada","2016A000011124","Coal coke, production","Metric tonnes","214","units ","0","v43973913","1.11","248241","","","","0"
"2012-10","Canada","2016A000011124","Coal coke, received","Metric tonnes","214","units ","0","v43973914","1.12","54607","","","","0"
"2012-10","Canada","2016A000011124","Coal coke, adjustments","Metric tonnes","214","units ","0","v43973915","1.13","21682","","","","0"
"2012-10","Canada","2016A000011124","Coal coke, stocks closing","Metric tonnes","214","units ","0","v43973916","1.14","361692","","","","0"
"2012-10","Canada","2016A000011124","Disposition of coal coke","Metric tonnes","214","units ","0","v43973917","1.15","282925","","","","0"
"2012-10","Canada","2016A000011124","Coal coke, used in blast furnaces","Metric tonnes","214","units ","0","v43973918","1.16","202104","","","","0"
"2012-10","Canada","2016A000011124","Coal coke, used in associated works","Metric tonnes","214","units ","0","v43973919","1.17","80242","","","","0"
"2012-10","Canada","2016A000011124","Coal coke, sold for industrial use","Metric tonnes","214","units ","0","v43973920","1.18","579","","","","0"
"2012-10","Canada","2016A000011124","Coal coke, sold for export","Metric tonnes","214","units ","0","v43973921","1.19","","..","","","0"
"2012-10","Canada","2016A000011124","Coal coke, all other sales and/or uses","Metric tonnes","214","units ","0","v43973923","1.20","","..","","","0"
"2012-11","Canada","2016A000011124","Supply of coal to coke plants","Metric tonnes","214","units ","0","v43973911","1.1","358669","","","","0"
"2012-11","Canada","2016A000011124","Coal, stocks opening","Metric tonnes","214","units ","0","v43973922","1.2","1244396","","","","0"
"2012-11","Canada","2016A000011124","Coal, received","Metric tonnes","214","units ","0","v43973924","1.3","448148","","","","0"
"2012-11","Canada","2016A000011124","Coal, inventory adjustments","Metric tonnes","214","units ","0","v43973925","1.4","-21914","","","","0"
"2012-11","Canada","2016A000011124","Coal, stocks closing","Metric tonnes","214","units ","0","v43973926","1.5","1311961","","","","0"
"2012-11","Canada","2016A000011124","Disposition of coal by coke plants","Metric tonnes","214","units ","0","v43973927","1.6","358669","","","","0"
"2012-11","Canada","2016A000011124","Coal, charged to ovens","Metric tonnes","214","units ","0","v43973928","1.7","334602","","","","0"
"2012-11","Canada","2016A000011124","Coal, sold or used for other purposes","Metric tonnes","214","units ","0","v43973929","1.8","24067","","","","0"
"2012-11","Canada","2016A000011124","Supply of coal coke","Metric tonnes","214","units ","0","v43973930","1.9","286981","","","","0"
"2012-11","Canada","2016A000011124","Coal coke, stocks opening","Metric tonnes","214","units ","0","v43973912","1.10","361692","","","","0"
"2012-11","Canada","2016A000011124","Coal coke, production","Metric tonnes","214","units ","0","v43973913","1.11","242312","","","","0"
"2012-11","Canada","2016A000011124","Coal coke, received","Metric tonnes","214","units ","0","v43973914","1.12","29429","","","","0"
"2012-11","Canada","2016A000011124","Coal coke, adjustments","Metric tonnes","214","units ","0","v43973915","1.13","-27259","","","","0"
"2012-11","Canada","2016A000011124","Coal coke, stocks closing","Metric tonnes","214","units ","0","v43973916","1.14","373711","","","","0"
"2012-11","Canada","2016A000011124","Disposition of coal coke","Metric tonnes","214","units ","0","v43973917","1.15","286981","","","","0"
"2012-11","Canada","2016A000011124","Coal coke, used in blast furnaces","Metric tonnes","214","units ","0","v43973918","1.16","215002","","","","0"
"2012-11","Canada","2016A000011124","Coal coke, used in associated works","Metric tonnes","214","units ","0","v43973919","1.17","69324","","","","0"
"2012-11","Canada","2016A000011124","Coal coke, sold for industrial use","Metric tonnes","214","units ","0","v43973920","1.18","2655","","","","0"
"2012-11","Canada","2016A000011124","Coal coke, sold for export","Metric tonnes","214","units ","0","v43973921","1.19","","..","","","0"
"2012-11","Canada","2016A000011124","Coal coke, all other sales and/or uses","Metric tonnes","214","units ","0","v43973923","1.20","","..","","","0"
"2012-12","Canada","2016A000011124","Supply of coal to coke plants","Metric tonnes","214","units ","0","v43973911","1.1","361473","","","","0"
"2012-12","Canada","2016A000011124","Coal, stocks opening","Metric tonnes","214","units ","0","v43973922","1.2","1311961","","","","0"
"2012-12","Canada","2016A000011124","Coal, received","Metric tonnes","214","units ","0","v43973924","1.3","397063","","","","0"
"2012-12","Canada","2016A000011124","Coal, inventory adjustments","Metric tonnes","214","units ","0","v43973925","1.4","-9003","","","","0"
"2012-12","Canada","2016A000011124","Coal, stocks closing","Metric tonnes","214","units ","0","v43973926","1.5","1338548","","","","0"
"2012-12","Canada","2016A000011124","Disposition of coal by coke plants","Metric tonnes","214","units ","0","v43973927","1.6","361473","","","","0"
"2012-12","Canada","2016A000011124","Coal, charged to ovens","Metric tonnes","214","units ","0","v43973928","1.7","335391","","","","0"
"2012-12","Canada","2016A000011124","Coal, sold or used for other purposes","Metric tonnes","214","units ","0","v43973929","1.8","26082","","","","0"
"2012-12","Canada","2016A000011124","Supply of coal coke","Metric tonnes","214","units ","0","v43973930","1.9","251140","","","","0"
"2012-12","Canada","2016A000011124","Coal coke, stocks opening","Metric tonnes","214","units ","0","v43973912","1.10","373711","","","","0"
"2012-12","Canada","2016A000011124","Coal coke, production","Metric tonnes","214","units ","0","v43973913","1.11","241380","","","","0"
"2012-12","Canada","2016A000011124","Coal coke, received","Metric tonnes","214","units ","0","v43973914","1.12","9947","","","","0"
"2012-12","Canada","2016A000011124","Coal coke, adjustments","Metric tonnes","214","units ","0","v43973915","1.13","40119","","","","0"
"2012-12","Canada","2016A000011124","Coal coke, stocks closing","Metric tonnes","214","units ","0","v43973916","1.14","333779","","","","0"
"2012-12","Canada","2016A000011124","Disposition of coal coke","Metric tonnes","214","units ","0","v43973917","1.15","251140","","","","0"
"2012-12","Canada","2016A000011124","Coal coke, used in blast furnaces","Metric tonnes","214","units ","0","v43973918","1.16","210901","","","","0"
"2012-12","Canada","2016A000011124","Coal coke, used in associated works","Metric tonnes","214","units ","0","v43973919","1.17","39591","","","","0"
"2012-12","Canada","2016A000011124","Coal coke, sold for industrial use","Metric tonnes","214","units ","0","v43973920","1.18","648","","","","0"
"2012-12","Canada","2016A000011124","Coal coke, sold for export","Metric tonnes","214","units ","0","v43973921","1.19","","..","","","0"
"2012-12","Canada","2016A000011124","Coal coke, all other sales and/or uses","Metric tonnes","214","units ","0","v43973923","1.20","","..","","","0"
"2013-01","Canada","2016A000011124","Supply of coal to coke plants","Metric tonnes","214","units ","0","v43973911","1.1","350887","","","","0"
"2013-01","Canada","2016A000011124","Coal, stocks opening","Metric tonnes","214","units ","0","v43973922","1.2","1338548","","","","0"
"2013-01","Canada","2016A000011124","Coal, received","Metric tonnes","214","units ","0","v43973924","1.3","87608","","","","0"
"2013-01","Canada","2016A000011124","Coal, inventory adjustments","Metric tonnes","214","units ","0","v43973925","1.4","-7","","","","0"
"2013-01","Canada","2016A000011124","Coal, stocks closing","Metric tonnes","214","units ","0","v43973926","1.5","1075262","","","","0"
"2013-01","Canada","2016A000011124","Disposition of coal by coke plants","Metric tonnes","214","units ","0","v43973927","1.6","350887","","","","0"
"2013-01","Canada","2016A000011124","Coal, charged to ovens","Metric tonnes","214","units ","0","v43973928","1.7","328491","","","","0"
"2013-01","Canada","2016A000011124","Coal, sold or used for other purposes","Metric tonnes","214","units ","0","v43973929","1.8","22396","","","","0"
"2013-01","Canada","2016A000011124","Supply of coal coke","Metric tonnes","214","units ","0","v43973930","1.9","239291","","","","0"
"2013-01","Canada","2016A000011124","Coal coke, stocks opening","Metric tonnes","214","units ","0","v43973912","1.10","333779","","","","0"
"2013-01","Canada","2016A000011124","Coal coke, production","Metric tonnes","214","units ","0","v43973913","1.11","236280","","","","0"
"2013-01","Canada","2016A000011124","Coal coke, received","Metric tonnes","214","units ","0","v43973914","1.12","19565","","","","0"
"2013-01","Canada","2016A000011124","Coal coke, adjustments","Metric tonnes","214","units ","0","v43973915","1.13","3245","","","","0"
"2013-01","Canada","2016A000011124","Coal coke, stocks closing","Metric tonnes","214","units ","0","v43973916","1.14","347088","","","","0"
"2013-01","Canada","2016A000011124","Disposition of coal coke","Metric tonnes","214","units ","0","v43973917","1.15","239291","","","","0"
"2013-01","Canada","2016A000011124","Coal coke, used in blast furnaces","Metric tonnes","214","units ","0","v43973918","1.16","212811","","","","0"
"2013-01","Canada","2016A000011124","Coal coke, used in associated works","Metric tonnes","214","units ","0","v43973919","1.17","26456","","","","0"
"2013-01","Canada","2016A000011124","Coal coke, sold for industrial use","Metric tonnes","214","units ","0","v43973920","1.18","24","","","","0"
"2013-01","Canada","2016A000011124","Coal coke, sold for export","Metric tonnes","214","units ","0","v43973921","1.19","","..","","","0"
"2013-01","Canada","2016A000011124","Coal coke, all other sales and/or uses","Metric tonnes","214","units ","0","v43973923","1.20","","..","","","0"
"2013-02","Canada","2016A000011124","Supply of coal to coke plants","Metric tonnes","214","units ","0","v43973911","1.1","324745","","","","0"
"2013-02","Canada","2016A000011124","Coal, stocks opening","Metric tonnes","214","units ","0","v43973922","1.2","1075262","","","","0"
"2013-02","Canada","2016A000011124","Coal, received","Metric tonnes","214","units ","0","v43973924","1.3","21300","","","","0"
"2013-02","Canada","2016A000011124","Coal, inventory adjustments","Metric tonnes","214","units ","0","v43973925","1.4","","..","","","0"
"2013-02","Canada","2016A000011124","Coal, stocks closing","Metric tonnes","214","units ","0","v43973926","1.5","771817","","","","0"
"2013-02","Canada","2016A000011124","Disposition of coal by coke plants","Metric tonnes","214","units ","0","v43973927","1.6","324745","","","","0"
"2013-02","Canada","2016A000011124","Coal, charged to ovens","Metric tonnes","214","units ","0","v43973928","1.7","300541","","","","0"
"2013-02","Canada","2016A000011124","Coal, sold or used for other purposes","Metric tonnes","214","units ","0","v43973929","1.8","24204","","","","0"
"2013-02","Canada","2016A000011124","Supply of coal coke","Metric tonnes","214","units ","0","v43973930","1.9","228157","","","","0"
"2013-02","Canada","2016A000011124","Coal coke, stocks opening","Metric tonnes","214","units ","0","v43973912","1.10","347087","","","","0"
"2013-02","Canada","2016A000011124","Coal coke, production","Metric tonnes","214","units ","0","v43973913","1.11","217049","","","","0"
"2013-02","Canada","2016A000011124","Coal coke, received","Metric tonnes","214","units ","0","v43973914","1.12","19976","","","","0"
"2013-02","Canada","2016A000011124","Coal coke, adjustments","Metric tonnes","214","units ","0","v43973915","1.13","1776","","","","0"
"2013-02","Canada","2016A000011124","Coal coke, stocks closing","Metric tonnes","214","units ","0","v43973916","1.14","354179","","","","0"
"2013-02","Canada","2016A000011124","Disposition of coal coke","Metric tonnes","214","units ","0","v43973917","1.15","228157","","","","0"
"2013-02","Canada","2016A000011124","Coal coke, used in blast furnaces","Metric tonnes","214","units ","0","v43973918","1.16","207392","","","","0"
"2013-02","Canada","2016A000011124","Coal coke, used in associated works","Metric tonnes","214","units ","0","v43973919","1.17","19976","","","","0"
"2013-02","Canada","2016A000011124","Coal coke, sold for industrial use","Metric tonnes","214","units ","0","v43973920","1.18","789","","","","0"
"2013-02","Canada","2016A000011124","Coal coke, sold for export","Metric tonnes","214","units ","0","v43973921","1.19","","..","","","0"
"2013-02","Canada","2016A000011124","Coal coke, all other sales and/or uses","Metric tonnes","214","units ","0","v43973923","1.20","","..","","","0"
"2013-03","Canada","2016A000011124","Supply of coal to coke plants","Metric tonnes","214","units ","0","v43973911","1.1","367052","","","","0"
"2013-03","Canada","2016A000011124","Coal, stocks opening","Metric tonnes","214","units ","0","v43973922","1.2","771817","","","","0"
"2013-03","Canada","2016A000011124","Coal, received","Metric tonnes","214","units ","0","v43973924","1.3","95019","","","","0"
"2013-03","Canada","2016A000011124","Coal, inventory adjustments","Metric tonnes","214","units ","0","v43973925","1.4","-1222","","","","0"
"2013-03","Canada","2016A000011124","Coal, stocks closing","Metric tonnes","214","units ","0","v43973926","1.5","498562","","","","0"
"2013-03","Canada","2016A000011124","Disposition of coal by coke plants","Metric tonnes","214","units ","0","v43973927","1.6","367052","","","","0"
"2013-03","Canada","2016A000011124","Coal, charged to ovens","Metric tonnes","214","units ","0","v43973928","1.7","340123","","","","0"
"2013-03","Canada","2016A000011124","Coal, sold or used for other purposes","Metric tonnes","214","units ","0","v43973929","1.8","26929","","","","0"
"2013-03","Canada","2016A000011124","Supply of coal coke","Metric tonnes","214","units ","0","v43973930","1.9","246110","","","","0"
"2013-03","Canada","2016A000011124","Coal coke, stocks opening","Metric tonnes","214","units ","0","v43973912","1.10","354179","","","","0"
"2013-03","Canada","2016A000011124","Coal coke, production","Metric tonnes","214","units ","0","v43973913","1.11","245475","","","","0"
"2013-03","Canada","2016A000011124","Coal coke, received","Metric tonnes","214","units ","0","v43973914","1.12","18943","","","","0"
"2013-03","Canada","2016A000011124","Coal coke, adjustments","Metric tonnes","214","units ","0","v43973915","1.13","3424","","","","0"
"2013-03","Canada","2016A000011124","Coal coke, stocks closing","Metric tonnes","214","units ","0","v43973916","1.14","369063","","","","0"
"2013-03","Canada","2016A000011124","Disposition of coal coke","Metric tonnes","214","units ","0","v43973917","1.15","246110","","","","0"
"2013-03","Canada","2016A000011124","Coal coke, used in blast furnaces","Metric tonnes","214","units ","0","v43973918","1.16","226954","","","","0"
"2013-03","Canada","2016A000011124","Coal coke, used in associated works","Metric tonnes","214","units ","0","v43973919","1.17","18943","","","","0"
"2013-03","Canada","2016A000011124","Coal coke, sold for industrial use","Metric tonnes","214","units ","0","v43973920","1.18","213","","","","0"
"2013-03","Canada","2016A000011124","Coal coke, sold for export","Metric tonnes","214","units ","0","v43973921","1.19","","..","","","0"
"2013-03","Canada","2016A000011124","Coal coke, all other sales and/or uses","Metric tonnes","214","units ","0","v43973923","1.20","","..","","","0"
"2013-04","Canada","2016A000011124","Supply of coal to coke plants","Metric tonnes","214","units ","0","v43973911","1.1","327122","","","","0"
"2013-04","Canada","2016A000011124","Coal, stocks opening","Metric tonnes","214","units ","0","v43973922","1.2","498562","","","","0"
"2013-04","Canada","2016A000011124","Coal, received","Metric tonnes","214","units ","0","v43973924","1.3","169384","","","","0"
"2013-04","Canada","2016A000011124","Coal, inventory adjustments","Metric tonnes","214","units ","0","v43973925","1.4","37666","","","","0"
"2013-04","Canada","2016A000011124","Coal, stocks closing","Metric tonnes","214","units ","0","v43973926","1.5","378490","","","","0"
"2013-04","Canada","2016A000011124","Disposition of coal by coke plants","Metric tonnes","214","units ","0","v43973927","1.6","327122","","","","0"
"2013-04","Canada","2016A000011124","Coal, charged to ovens","Metric tonnes","214","units ","0","v43973928","1.7","304321","","","","0"
"2013-04","Canada","2016A000011124","Coal, sold or used for other purposes","Metric tonnes","214","units ","0","v43973929","1.8","22801","","","","0"
"2013-04","Canada","2016A000011124","Supply of coal coke","Metric tonnes","214","units ","0","v43973930","1.9","162243","","","","0"
"2013-04","Canada","2016A000011124","Coal coke, stocks opening","Metric tonnes","214","units ","0","v43973912","1.10","369063","","","","0"
"2013-04","Canada","2016A000011124","Coal coke, production","Metric tonnes","214","units ","0","v43973913","1.11","220240","","","","0"
"2013-04","Canada","2016A000011124","Coal coke, received","Metric tonnes","214","units ","0","v43973914","1.12","","..","","","0"
"2013-04","Canada","2016A000011124","Coal coke, adjustments","Metric tonnes","214","units ","0","v43973915","1.13","-1674","","","","0"
"2013-04","Canada","2016A000011124","Coal coke, stocks closing","Metric tonnes","214","units ","0","v43973916","1.14","428734","","","","0"
"2013-04","Canada","2016A000011124","Disposition of coal coke","Metric tonnes","214","units ","0","v43973917","1.15","162243","","","","0"
"2013-04","Canada","2016A000011124","Coal coke, used in blast furnaces","Metric tonnes","214","units ","0","v43973918","1.16","161498","","","","0"
