"No","Symbol","Name","Latest","Chg","% Chg","Volume","Turnover","Market Cap","Price per lot","Bid","Ask","Bid Size","Ask Size","Open","Prev Close","High","Low","% Volume","Bid/Ask Ratio","% Amplitude","P/E","Turnover Ratio","Change Rate","5M Ranking","5D Ranking","10D Ranking","20D Ranking","60D Ranking","120D Ranking","250D Ranking","YTD % Chg","Industry"
"1","AGR","Avangrid","33.310","+0.900","2.78%","1054896","35137557","12883339178.65","33.310","33.020","33.580","100","100","32.310","32.410","33.810","32.300","2.21","0.00%","4.66","14.674","1.49","-0.06","0.00%","3.00%","1.37%","4.06%","17.47%","-10.08%","-18.85%","2.78%","Utilities - Regulated Electric"
"2","POR","Portland General Electric","44.230","+0.890","2.05%","881975","38901756","4472710229.69","44.230","43.760","45.950","100","100","43.140","43.340","44.350","43.090","1.10","0.00%","2.91","17.011","0.88","0.05","0.27%","2.60%","4.00%","6.55%","12.02%","-4.82%","-5.51%","2.05%","Utilities - Regulated Electric"
"3","FE","FirstEnergy","37.400","+0.740","2.02%","2994770","111583982","21460674380.2","37.400","37.110","37.500","100","200","36.470","36.660","37.430","36.400","1.04","-33.33%","2.81","52.676","0.58","0.09","0.23%","3.23%","1.14%","0.11%","11.96%","-3.11%","-7.22%","2.02%","Utilities - Regulated Electric"
"4","NEE","NextEra Energy","61.570","+0.830","1.37%","10064315","619640576","126323645613.37","61.570","61.610","62.000","600","200","60.550","60.740","62.150","60.180","1.37","50.00%","3.24","29.319","0.49","0.06","0.12%","3.05%","0.11%","4.06%","25.52%","-14.93%","-24.48%","1.37%","Utilities - Regulated Electric"
"5","BEPC","Brookfield Renewable","28.990","+0.200","0.69%","1266429","36801892","5208119191.34","28.990","28.750","29.210","100","100","28.670","28.790","29.610","28.470","1.45","0.00%","3.96","3.321","0.86","-0.12","0.21%","-0.58%","0.83%","4.09%","29.06%","-6.83%","7.42%","0.69%","Utilities - Renewable"
"6","CWEN","Clearway Energy-C","27.190","-0.240","-0.87%","1240264","33817468","3181346917","27.190","26.930","27.330","100","100","27.345","27.430","27.680","27.100","2.71","0.00%","2.11","5.448","1.07","0.04","0.06%","-0.66%","2.10%","7.77%","47.25%","0.17%","-10.17%","-0.87%","Utilities - Renewable"
"7","VWSYF","VESTAS WIND SYSTEMS","30.575","-1.150","-3.62%","11531","356619.56","30859998105.425","30.575","30.310","31.670","0","0","31.110","31.725","31.110","30.470","3.48","0.00%","2.02","-18.319","0.00","0.00","0.00%","4.05%","8.17%","11.36%","59.41%","10.62%","8.36%","-3.62%","-"
